Reactor,Day,pH,DO,CO2,Cell_Density,Cell_Viability,Product_Titer
151,42,7.19,46.8,62.5,26.4,93.6,1.7
151,43,7.29,34.4,30.7,14.9,94.2,1.7
151,44,6.92,40.3,75,29.5,90.2,1.8
151,45,7.4,33.2,49.7,6,82.5,1.8
151,46,7.04,39.3,43.8,24.1,85.3,1.9
151,47,7.25,45.1,61.2,20.6,95.3,1.9
151,48,7.48,48,100.8,33.8,81.3,1.9
151,49,6.7,36.6,87.3,9.9,89.2,2
151,50,7.05,38.6,36.3,19.8,80.8,2
152,0,7.24,39.8,84.9,30.8,96.1,0.2
152,1,7.35,46.3,39,22.1,95.9,0.3
152,2,7.09,43.2,99.6,23.9,82.4,0.3
152,3,6.77,38.5,45.3,24.7,88.8,0.3
152,4,6.96,35,97.2,23.1,80.6,0.4
152,5,7.23,33.3,103.8,22.7,85.3,0.4
152,6,7.15,44.8,45.5,32,94.8,0.4
152,7,7.42,39.7,104.4,30.6,84,0.5
152,8,6.88,41.5,60.9,18.6,86.1,0.5
152,9,6.98,30.1,102.5,22,83.2,0.5
152,10,7.37,37.4,36.6,32,97.7,0.6
152,11,7.42,48,79.4,6.4,86.4,0.6
152,12,7.38,48.5,105.6,27,83.3,0.6
152,13,7.35,34.2,32.1,16.3,89.9,0.7
152,14,6.77,38.9,43.5,32.5,96.9,0.7
152,15,6.74,31.3,102.6,34.4,89.1,0.8
152,16,7.36,48.9,57,18.8,92.1,0.8
152,17,6.86,32.8,47.2,30.1,95.7,0.8
152,18,7.35,48.6,78.1,34.2,87.9,0.9
152,19,7.23,30.3,96.6,31.5,97.8,0.9
152,20,6.84,48.3,67,9.1,80.8,0.9
152,21,6.98,31.5,45.6,9.2,97.6,1
152,22,7.29,36.5,67.6,28.1,85.3,1
152,23,7.03,49.4,44.4,34.5,81.2,1
152,24,6.92,37.2,35.8,14.7,83.7,1.1
152,25,7.05,43.7,38.8,32.1,96.2,1.1
152,26,6.76,47.6,100.5,11.8,80.5,1.1
152,27,7.07,45.2,31,17.6,92.2,1.2
152,28,7.32,34.4,83.7,32.2,92.7,1.2
152,29,7.47,37.5,85.6,20.5,86.7,1.3
152,30,7.44,30.3,99.6,26.1,95.2,1.3
152,31,6.87,45.3,92.9,23.1,98.9,1.3
152,32,7.04,43,81.4,8.3,81.3,1.4
152,33,7.08,32.4,70.4,33.4,93.8,1.4
152,34,7.14,49.1,51.8,29.8,92.6,1.4
152,35,6.98,34.3,54.3,31.6,98,1.5
152,36,7.48,40.8,43.3,10.3,98.6,1.5
152,37,7.07,33,70,19.1,93,1.5
152,38,7.31,49,90.9,26,85.6,1.6
152,39,7.26,39,70,18.1,82.6,1.6
152,40,6.9,34.5,42.5,27,88.7,1.6
152,41,6.78,37.9,109.7,5.1,83.9,1.7
152,42,7.11,32,67.9,30.3,92.4,1.7
152,43,6.96,48.9,88.7,15.8,92,1.7
152,44,6.75,31.9,54.3,32.8,90.7,1.8
152,45,7.38,48.3,76.7,32.3,96,1.8
152,46,7.18,38.2,55.9,19.5,81.4,1.9
152,47,7.03,48.2,86.2,11.3,83.3,1.9
152,48,7.14,42.2,53.7,22.1,97.8,1.9
152,49,6.74,47.2,98.7,11.8,86.9,2
152,50,7.06,30.6,31.4,16.9,88.2,2
153,0,7.49,36.9,63.8,18.6,88.4,0.2
153,1,6.93,33.6,72.2,31.9,91.9,0.3
153,2,7.16,33.4,81.1,21.6,87.1,0.3
153,3,6.85,45.2,51.5,29.6,83,0.3
153,4,7.32,44.7,94.6,33.8,87.5,0.4
153,5,6.88,43.8,32.1,8.8,80.6,0.4
153,6,7.07,45.6,39.5,22.1,81.3,0.4
153,7,6.86,49.1,99.1,24.3,89.7,0.5
153,8,7.13,37.8,90,34.2,86.6,0.5
153,9,6.98,35.4,46,7.7,84.2,0.5
153,10,6.82,45.4,103.8,20.8,80.2,0.6
153,11,7.35,37.2,46.1,34.5,85,0.6
153,12,7.18,45.8,69.6,32.6,94.4,0.6
153,13,6.88,44.8,84.7,17.8,85.6,0.7
153,14,7,36.1,109.4,5.7,91.5,0.7
153,15,7.18,45.1,33,5.6,82.2,0.8
153,16,7.02,36.1,37.7,23.2,89.7,0.8
153,17,7.34,44.6,58.5,22.7,95.1,0.8
153,18,7.23,37,109.2,14.4,93.1,0.9
153,19,7.44,36.5,49.2,16.5,95.2,0.9
153,20,7.1,49.3,75.2,5.7,95.3,0.9
153,21,7.35,32.3,92.7,25.8,80.9,1
153,22,6.79,45.5,101.1,12.8,80.8,1
153,23,6.85,41.3,109.8,29.2,96.6,1
153,24,6.73,46.5,94.8,15,95.7,1.1
153,25,6.88,47.8,105.4,15.9,86.9,1.1
153,26,6.88,37.8,93.1,10.4,97.2,1.1
153,27,7.31,46.4,54.6,19.5,82.9,1.2
153,28,7.1,43.2,37.3,12.4,83.4,1.2
153,29,7.47,44.1,46.1,34.2,97.3,1.3
153,30,7.39,42,62,8.2,88.4,1.3
153,31,7.24,46.6,91.6,27.2,80.9,1.3
153,32,6.77,30.7,48.6,14.8,91.4,1.4
153,33,6.91,39.3,59.9,21.8,95.1,1.4
153,34,6.93,38.1,51.6,8.6,97.2,1.4
153,35,6.93,49.6,77.3,7.4,85,1.5
153,36,7.07,35.7,79.7,33.4,96.4,1.5
153,37,7.16,47.8,39.7,31.2,89.6,1.5
153,38,7.16,49.9,51.7,14.5,96.6,1.6
153,39,7.43,41.6,53.6,15.4,98.2,1.6
153,40,7.19,41.2,63.2,25.9,98.1,1.6
153,41,7.24,47.3,83.3,27.9,98.5,1.7
153,42,6.88,46.1,102.5,6.6,98.1,1.7
153,43,6.72,36.3,30.4,20.2,83,1.7
153,44,6.98,34.3,83.7,29.5,82.7,1.8
153,45,7.09,40.4,92.2,21.1,84.9,1.8
153,46,7.22,34.3,55.3,8.2,84.1,1.9
153,47,7.34,33.8,92,15.5,98,1.9
153,48,6.91,34.6,97.8,25.1,85.9,1.9
153,49,7.16,30.6,107.3,15.1,80.5,2
153,50,7.38,39.8,102.5,23.6,83.5,2
154,0,7.24,43.8,33.3,6.3,97.7,0.2
154,1,6.98,43.4,30.3,6.2,91.6,0.3
154,2,7.38,44.6,47,10.4,85.2,0.3
154,3,7.3,31.6,57.4,20.4,83.6,0.3
154,4,6.84,49.6,104.9,32.7,95.7,0.4
154,5,7.12,37.4,42.3,25.6,87.9,0.4
154,6,7.46,44.5,72.7,6.3,81.4,0.4
154,7,7.41,40.7,87.2,21.8,97.4,0.5
154,8,6.85,36.9,30.1,26.9,80.5,0.5
154,9,6.97,41.8,42.1,25.4,87.1,0.5
154,10,7,45.7,104.8,33.1,95.7,0.6
154,11,6.99,45.7,45.1,14.3,87.2,0.6
154,12,6.9,35.5,91.7,34.7,86.9,0.6
154,13,7.09,36.1,42.4,11.9,91.6,0.7
154,14,6.86,38.5,89,6.1,95.4,0.7
154,15,6.85,43.4,47.7,34.2,94.2,0.8
154,16,6.94,34.8,67.7,33.4,81.3,0.8
154,17,6.76,39.5,54.2,19,93.8,0.8
154,18,6.93,46.3,62.3,12.4,93.5,0.9
154,19,7.15,35,86.9,6.1,97.7,0.9
154,20,6.74,31.8,36.6,32.4,94.8,0.9
154,21,6.83,42.2,105.7,18.2,90.6,1
154,22,7.32,32.2,103.7,9.1,91.5,1
154,23,6.95,44.6,49.9,7.9,93.7,1
154,24,7.29,42.5,46,16.1,85.2,1.1
154,25,7.39,49.4,68.2,19.8,92.7,1.1
154,26,6.97,43.1,94.1,25.6,86.7,1.1
154,27,6.99,43.9,107.3,10.3,84.4,1.2
154,28,7.02,49.2,73.8,29.9,91.1,1.2
154,29,6.73,42,77.8,24.6,94.4,1.3
154,30,7.02,34.2,71.1,7.5,88,1.3
154,31,6.8,40.7,67.8,34.9,85.9,1.3
154,32,7.37,35,54.3,29.9,97.8,1.4
154,33,7.16,47.2,66.8,32.3,88.6,1.4
154,34,6.73,46.1,39.5,11,83.2,1.4
154,35,6.72,46.5,106.1,16.1,82.1,1.5
154,36,7.38,39.6,34.1,30.7,96.7,1.5
154,37,7.34,40.6,96.6,33.2,98.4,1.5
154,38,7.48,44.5,91,17.6,98.7,1.6
154,39,6.93,30.4,45,8.5,84.6,1.6
154,40,7.44,49.4,49.3,5.2,96.9,1.6
154,41,7.31,36.6,85.8,31.4,86.5,1.7
154,42,7.46,40.3,40.9,18.2,88.4,1.7
154,43,7.22,32.6,56.3,27.5,88.2,1.7
154,44,6.78,40,48.2,13.9,98,1.8
154,45,7.37,45.5,49.6,34.9,87.7,1.8
154,46,7.5,45.8,108.7,25.8,86,1.9
154,47,7.46,44.4,76.1,14.7,82.9,1.9
154,48,7.45,43.9,87,27.9,87.1,1.9
154,49,6.95,40.3,54.7,13.4,96.5,2
154,50,7.01,30.6,34.6,6.8,90.4,2
155,0,6.75,33.8,94,5.4,81.9,0.2
155,1,7.29,41.7,30.4,31.9,95.8,0.3
155,2,6.77,37,53,9.1,98.4,0.3
155,3,7.19,39.2,37.8,19.3,87.7,0.3
155,4,6.9,33.4,35.9,20.2,86.9,0.4
155,5,6.8,41.6,60.5,15.5,97.2,0.4
155,6,6.7,37.4,48,19.8,91.1,0.4
155,7,7.13,48,84.1,32.5,82,0.5
155,8,6.81,46.1,60.4,34.9,94.8,0.5
155,9,7.1,30.2,53.2,19.9,86.7,0.5
155,10,6.91,41.2,36.4,9.5,97.2,0.6
155,11,7.29,39.5,54.1,8.6,87.4,0.6
155,12,7.09,42.7,100.5,26.5,89.7,0.6
155,13,7.33,32.6,33,31.5,88.9,0.7
155,14,6.76,33.3,102.1,28.9,82.4,0.7
155,15,6.75,37.2,80,25,93.3,0.8
155,16,6.92,35.6,38.8,14.1,97.2,0.8
155,17,7.02,34.6,109.9,6.6,98.1,0.8
155,18,6.92,39.9,64.9,14.7,94.6,0.9
155,19,6.74,32.8,40.2,25.2,98.8,0.9
155,20,7.12,41.2,80.5,9.2,83,0.9
155,21,6.72,48.8,105.7,10.9,81.6,1
155,22,7.14,42,107.3,29.2,88.5,1
155,23,6.76,40.4,48.7,8.2,94.1,1
155,24,6.83,38.6,30.9,10.6,81.1,1.1
155,25,6.95,42.5,35.3,15.9,98.2,1.1
155,26,7.19,44.1,79.5,28.8,98,1.1
155,27,6.72,44.7,84.3,25.4,85.7,1.2
155,28,7.32,41.9,54.3,13.6,84.8,1.2
155,29,7.24,42.5,89.2,17.8,85.9,1.3
155,30,7.23,49.5,56.8,24.3,88.7,1.3
155,31,7.34,39.7,85.2,10.7,83.3,1.3
155,32,7.28,41,76.1,30.8,81.5,1.4
155,33,7.37,41.7,74.2,19.3,98.1,1.4
155,34,7.17,35.8,92.1,29.9,96.6,1.4
155,35,6.88,39.5,52.5,25.9,80.3,1.5
155,36,7.17,46.5,95.5,29.8,90.9,1.5
155,37,6.89,43.2,109.6,5.5,91.1,1.5
155,38,7.18,35.2,84.9,25.7,92.8,1.6
155,39,6.73,44.4,45.9,16.8,98.5,1.6
155,40,7.34,38.3,65,21.3,94.7,1.6
155,41,7.29,39.8,61.1,30.4,87.8,1.7
155,42,7.2,38.6,54.4,11.8,84.3,1.7
155,43,7.06,47.8,102.4,12.5,84.9,1.7
155,44,6.71,39.3,37.7,10.7,86.4,1.8
155,45,6.81,31.1,83.8,13.8,85.9,1.8
155,46,6.99,44.5,101.8,29.2,83.9,1.9
155,47,7.27,38.4,64,25.3,84.5,1.9
155,48,6.88,35.1,39.1,9.5,88,1.9
155,49,7.18,47.7,41,25.1,85,2
155,50,6.89,47.3,77.7,20.2,82.2,2
156,0,7.5,45.3,93.4,14.1,86.4,0.2
156,1,6.77,30.3,84.6,33,95.1,0.3
156,2,6.96,33.8,48.5,11.7,98,0.3
156,3,7.46,48.8,87.9,21.3,97.5,0.3
156,4,7.37,46.3,101.4,9.4,87.3,0.4
156,5,7.47,41.4,107,10.9,80.1,0.4
156,6,7.48,39.5,38.4,28.4,97,0.4
156,7,6.79,40.3,83.9,20.4,96.2,0.5
156,8,6.77,38,46.5,13,95.7,0.5
156,9,6.81,38,80.1,21.6,98.8,0.5
156,10,7.12,30.6,83.5,31.1,86.3,0.6
156,11,6.96,34,84.8,9.8,86.1,0.6
156,12,7.32,31.3,102,26.3,83.5,0.6
156,13,6.92,46.1,107.6,34,85.6,0.7
156,14,6.85,48.2,37.2,9.7,95,0.7
156,15,7.38,34.4,64.7,28.1,92.7,0.8
156,16,7.12,37.9,39.4,23.2,83.8,0.8
156,17,7.15,35.4,99.9,19.2,97.6,0.8
156,18,7.48,47,41.1,30.7,90.2,0.9
156,19,6.85,45.9,94.1,32.6,81.5,0.9
156,20,6.92,43.7,57.9,23.5,88.4,0.9
156,21,7.06,41.2,39.5,13.5,95.8,1
156,22,7.18,41,83,27.5,87,1
156,23,6.93,31.8,33,11.7,84.9,1
156,24,7.09,42.6,99.1,17.7,90.9,1.1
156,25,6.71,31.3,85.8,26.4,85,1.1
156,26,7.28,44.3,44.9,28.1,89,1.1
156,27,7.04,42.7,91,10.8,82.9,1.2
156,28,7.2,39.8,78.9,19.3,88.3,1.2
156,29,7.12,38.4,66.7,33.9,86.5,1.3
156,30,7.32,45.9,67.9,22.2,91,1.3
156,31,6.85,44.7,46.5,28.4,80.1,1.3
156,32,7.02,38.6,47.7,12,85.9,1.4
156,33,7.36,35.9,30.6,9.9,81.9,1.4
156,34,7.44,37.6,78.2,26.2,88.7,1.4
156,35,7.17,32.8,70.6,22.3,98.2,1.5
156,36,6.71,30.4,96.4,33.3,84.5,1.5
156,37,7.23,45,41.9,15.3,98.5,1.5
156,38,6.98,49.8,45.8,14.6,90.1,1.6
156,39,7.44,44.6,51.6,17.9,96.8,1.6
156,40,6.8,34.5,88.7,24.3,82.5,1.6
156,41,7.21,42.2,51.9,7.1,84.1,1.7
156,42,7.13,49.8,59.1,19.7,90.9,1.7
156,43,6.74,46.7,37.5,26.9,89.6,1.7
156,44,6.86,33.8,69.7,20.1,91.6,1.8
156,45,6.93,33.4,38.1,23.5,80.5,1.8
156,46,7.22,48.1,100.1,25.1,83.2,1.9
156,47,6.92,48.8,86.5,27.3,80.8,1.9
156,48,7.09,33,46.3,16.9,94.1,1.9
156,49,7.48,43.5,108.7,9.5,93.4,2
156,50,6.72,42.7,109.4,5.6,96.6,2
157,0,7.08,35,81.9,26,87.9,0.2
157,1,7.15,33.7,71,13,98.3,0.3
157,2,6.73,30.1,43.3,30.1,84.7,0.3
157,3,6.73,41.8,104.4,14.9,84.3,0.3
157,4,6.82,35,39.6,17.6,85.8,0.4
157,5,7.16,46.7,61.6,15.1,98.4,0.4
157,6,6.89,37.1,98.7,25.2,95,0.4
157,7,7.36,34.4,55.3,19.1,86.8,0.5
157,8,7.47,37.4,56.5,20.6,98.6,0.5
157,9,6.77,39.9,100,22.4,98.4,0.5
157,10,6.7,46.7,104.2,12,97.6,0.6
157,11,7.03,45.5,46.9,18.7,94.8,0.6
157,12,7.06,42.2,45.2,13.4,91,0.6
157,13,7.36,45.4,108.2,14.9,91.5,0.7
157,14,6.87,45.1,70.5,23.5,94.1,0.7
157,15,6.75,41.4,69.7,29.1,92.7,0.8
157,16,6.93,32.4,41.8,34.6,94.3,0.8
157,17,7.31,49.2,43.9,12,81.2,0.8
157,18,6.76,48.5,99.5,14.5,95.4,0.9
157,19,6.79,34.8,52.3,30.2,97.1,0.9
157,20,7.13,30.2,40.8,25.3,84.5,0.9
157,21,6.98,32.3,106.3,29.8,93.3,1
157,22,6.77,41.9,98.1,18.7,85.3,1
157,23,7.1,42.4,46.9,6.2,98.8,1
157,24,7.18,33,51.9,5.1,95.4,1.1
157,25,6.71,45.4,49,19,98,1.1
157,26,6.78,32.7,30.6,24.4,96.5,1.1
157,27,7.38,40.9,67.2,5.6,82,1.2
157,28,7.06,39.9,56.5,8.1,81.5,1.2
157,29,7.23,36.9,30.6,13.4,98.4,1.3
157,30,6.97,35.3,55.8,7.8,90.7,1.3
157,31,6.85,33,97.6,14.2,94.3,1.3
157,32,6.9,38.6,55,32.4,85.4,1.4
157,33,7.4,45.1,51,34.4,81.8,1.4
157,34,7.33,38.7,60.8,21.1,87.2,1.4
157,35,7.06,41.8,38.2,23.3,86.9,1.5
157,36,6.99,43.4,46.4,29.9,89.3,1.5
157,37,7.4,31.8,76.1,19,91.4,1.5
157,38,6.83,33.7,102.7,29.7,85.9,1.6
157,39,6.99,44.3,78.3,32.7,92.1,1.6
157,40,6.78,41,52,26,85,1.6
157,41,6.73,30.5,107.9,8.3,96.6,1.7
157,42,6.78,32.9,44.9,14.7,96.7,1.7
157,43,6.74,33.1,46.2,6.7,89.8,1.7
157,44,6.91,39.9,74.2,29.9,83.6,1.8
157,45,7.44,41,106.3,22.9,93.2,1.8
157,46,7.19,47.9,41.7,12.5,81.9,1.9
157,47,6.94,33.3,55.9,26.2,90.2,1.9
157,48,7.37,39.2,54.4,20.9,82.9,1.9
157,49,7.25,30,90.9,18.9,98.4,2
157,50,7.08,38.4,55.1,11,82,2
158,0,7.27,30.6,73.4,12.9,92,0.2
158,1,6.82,46.5,38.2,15.1,98.9,0.3
158,2,6.96,30.9,62.7,32.9,87.5,0.3
158,3,7.35,36,34.2,18.7,96.5,0.3
158,4,7.35,39.7,31.7,33.7,88.6,0.4
158,5,6.78,40.1,109.9,32.4,81.6,0.4
158,6,6.94,43.2,69.6,30.9,80.3,0.4
158,7,7.22,35.7,48.9,5.3,88.1,0.5
158,8,7.3,45.4,74.6,11.3,90.6,0.5
158,9,7,31.3,40,19.5,85.1,0.5
158,10,6.97,41.8,93.8,24.8,94.9,0.6
158,11,6.87,45.9,34.7,12,93.7,0.6
158,12,7.42,38.7,49.6,10.4,82.3,0.6
158,13,7.31,32.6,109.9,7.3,86.6,0.7
158,14,7.01,45.5,96.5,18.8,95.2,0.7
158,15,7.26,40.4,72.7,28.3,84,0.8
158,16,6.96,46.9,36.6,21,88.3,0.8
158,17,7.45,39.9,66.2,29.3,86.2,0.8
158,18,7.06,46.7,54,5.6,84.6,0.9
158,19,7.29,44,101,20.6,87.1,0.9
158,20,6.75,46.4,41.8,11.1,81.3,0.9
158,21,7.01,39.7,67.6,29.7,89.1,1
158,22,6.75,34.6,30.7,34.8,93.1,1
158,23,7.23,42.4,77.8,8.2,94.3,1
158,24,6.82,38.6,39.3,20.3,95.8,1.1
158,25,6.94,38.4,58.3,8.1,92.9,1.1
158,26,7.2,49.6,33.4,26,83.9,1.1
158,27,7.18,32.2,106.5,20.6,93,1.2
158,28,6.96,33.4,52.4,22.8,97.3,1.2
158,29,7.48,39.9,107.7,6.2,82.8,1.3
158,30,7.19,47.6,67.3,31.8,92.8,1.3
158,31,7.36,47.8,56.5,17.4,90.1,1.3
158,32,6.76,40.2,37.4,8.7,89.8,1.4
158,33,7.01,30.5,76.8,17.3,93.9,1.4
158,34,6.87,41.5,44.9,11.1,97.7,1.4
158,35,7.33,37.7,53.9,19.5,95,1.5
158,36,6.85,47.2,56.5,5.4,95.1,1.5
158,37,7.26,32.6,62,33,89.1,1.5
158,38,7.2,33.7,62.4,22.2,82.3,1.6
158,39,6.97,37,104.5,5.7,80.9,1.6
158,40,6.89,50,47.1,16.9,88.3,1.6
158,41,7.44,49.3,101.7,24.9,88.6,1.7
158,42,7.43,42.5,84.5,34.5,95.8,1.7
158,43,7.04,43.4,87.1,26.7,88.8,1.7
158,44,7.12,37.3,78.1,32.3,97.8,1.8
158,45,6.97,40.8,89.5,8.1,87.8,1.8
158,46,6.93,40.6,101.5,19.2,87.9,1.9
158,47,7.32,49.9,60.6,27.2,94.1,1.9
158,48,7.19,48.8,34.4,9,95.3,1.9
158,49,7.17,38.5,50.4,24.7,86.1,2
158,50,7.4,37.3,76.3,11.2,81.4,2
159,0,7.44,34.6,71.7,34.9,98.6,0.2
159,1,6.86,35.2,77.3,32.7,89.2,0.3
159,2,7.33,45.8,37.4,24.3,84,0.3
159,3,7,39.6,99.5,16.8,82.7,0.3
159,4,6.74,33.6,39.8,26.1,91.7,0.4
159,5,7.42,45.2,57.4,25.7,82,0.4
159,6,7.14,49.2,90.5,19.3,93.9,0.4
159,7,7.28,39.6,86.7,5.6,98.6,0.5
159,8,7.23,45.8,48.2,32.6,94.8,0.5
159,9,7.33,33,52.4,26.6,81.4,0.5
159,10,7.42,44,47.7,24,87.8,0.6
159,11,7.43,45.5,44.5,14.8,82.9,0.6
159,12,7.44,47,107.9,18.5,88.9,0.6
159,13,6.88,48.3,33.7,12.9,82.2,0.7
159,14,7.39,33,58.9,13.4,90,0.7
159,15,6.84,39.2,71,13,87.7,0.8
159,16,7.22,39.4,44.1,11.2,87.1,0.8
159,17,6.72,46.8,39,30.7,84.2,0.8
159,18,7.41,36,39,24.1,88.2,0.9
159,19,7.21,49.9,60.3,33.2,91.1,0.9
159,20,6.84,42.7,41,13.4,82.6,0.9
159,21,7.08,49.6,41.2,29.3,98.1,1
159,22,7.44,44.3,39.6,18.4,83.3,1
159,23,7.48,41,100.4,7.8,94.5,1
159,24,7.46,31.6,46.9,31.7,89.2,1.1
159,25,6.74,38.2,65.5,21,91.6,1.1
159,26,6.75,42.8,36.5,16.5,86.5,1.1
159,27,7.47,49,88.7,6.5,80.2,1.2
159,28,7.09,45.6,31.6,32.1,81,1.2
159,29,6.87,36.4,92,20.9,98.8,1.3
159,30,7.07,39.3,92.3,23.1,96.8,1.3
159,31,7.03,34.3,87.7,10.1,94,1.3
159,32,6.89,46.7,104.5,24.1,88,1.4
159,33,7.16,35.9,86.9,10.4,91.5,1.4
159,34,6.74,46.8,68.7,10.9,92.7,1.4
159,35,6.71,40.1,97.7,17,82.4,1.5
159,36,7.41,49.6,52.5,14.4,83.9,1.5
159,37,7.39,46.2,49.4,31.5,83.8,1.5
159,38,7.01,44,77.7,8.4,86.1,1.6
159,39,6.71,31.6,36.1,25.4,89,1.6
159,40,6.96,33,70.7,34.4,94.1,1.6
159,41,7.24,40,54.9,15.6,93.4,1.7
159,42,7.5,47.1,56.5,13.1,89.2,1.7
159,43,7.11,49.6,46.7,6.9,85.5,1.7
159,44,7.21,31.2,67.2,16,83.4,1.8
159,45,7.08,44.3,99.5,24,91.9,1.8
159,46,7.21,42,108.5,5.6,96.4,1.9
159,47,7.05,42.3,101.1,9.5,84.2,1.9
159,48,7,40.5,60,27.7,87.6,1.9
159,49,7.1,41.7,64,24.6,92.3,2
159,50,7.27,48.3,75.5,23.4,97.8,2
160,0,7.19,33.9,82.6,20.6,95.2,0.2
160,1,7.04,37.1,66.9,7.7,85.5,0.3
160,2,6.74,43.9,57.9,33,86.2,0.3
160,3,6.75,31.7,50.2,25.2,95,0.3
160,4,7.47,46.4,68.7,11.3,89.8,0.4
160,5,7.4,38.4,105,27.7,83.1,0.4
160,6,7.25,49.4,84.2,26.2,85.8,0.4
160,7,7.47,40.5,73.4,11.2,88,0.5
160,8,6.94,35.9,68.4,24.7,85.1,0.5
160,9,7,36.2,69.9,24.8,89.8,0.5
160,10,7.16,48.3,64,18.9,96.2,0.6
160,11,6.71,35.2,84.2,21.1,93.1,0.6
160,12,6.87,46.5,79.9,29.1,80.5,0.6
160,13,6.84,42.4,78.3,26.1,92.7,0.7
160,14,7.04,41.3,57.8,12.6,87.9,0.7
160,15,6.91,43.8,87.1,19.8,82.5,0.8
160,16,7.47,42,77.9,18.5,89.8,0.8
160,17,7.29,49.6,39.8,33.1,97.7,0.8
160,18,7.28,32.2,95.2,18.2,85.3,0.9
160,19,7.48,43.2,94,31.1,93.4,0.9
160,20,7.21,36,96.8,7.8,90.7,0.9
160,21,7.5,48.2,31,26.1,90.7,1
160,22,7.2,39.4,66.2,14,87.8,1
160,23,7.33,32.5,58.2,17.3,82.8,1
160,24,6.74,44.8,42,22.1,80.5,1.1
160,25,7.29,49.5,66.1,18.3,82.7,1.1
160,26,7.47,48.2,109.6,31,90.4,1.1
160,27,6.9,41.2,59.5,7.2,89.9,1.2
160,28,6.8,30.5,37.4,29.8,92.4,1.2
160,29,6.9,31.8,109.2,20.3,88.3,1.3
160,30,6.76,30.4,101.8,21.6,86.7,1.3
160,31,7.21,42.5,40.5,20.1,94.1,1.3
160,32,7.13,41.1,41,26.5,97.2,1.4
160,33,6.85,38.9,93.7,26.7,83.6,1.4
160,34,7.14,47.6,53.9,15.6,83.5,1.4
160,35,7.36,49.6,49.3,25,87.8,1.5
160,36,7.08,40.5,65,26.8,90.1,1.5
160,37,6.89,45.7,78.7,7.1,92.2,1.5
160,38,7.16,32.3,55.8,27.7,89.4,1.6
160,39,6.75,44.7,30.7,25,88,1.6
160,40,6.82,34.1,79,33,89.9,1.6
160,41,7.34,33.5,50.9,9.6,85.3,1.7
160,42,6.95,44.5,66.8,26.9,98.8,1.7
160,43,6.81,44.5,60.2,25.2,90,1.7
160,44,6.75,34.9,60.6,34.8,94.6,1.8
160,45,7.37,46.2,75.1,28.9,98.6,1.8
160,46,7.06,36.3,105.8,23.8,84.6,1.9
160,47,6.74,46.3,32.5,26.4,80.4,1.9
160,48,7.24,39.1,31.9,32.9,85.7,1.9
160,49,7.35,30.6,58.8,30,80.4,2
160,50,7.31,37.3,79.9,27.2,92.2,2
161,0,7.5,37.2,104.2,9.9,92.7,0.2
161,1,7.39,37.7,75.5,23.4,83.7,0.3
161,2,6.84,34.5,80.9,19,81.9,0.3
161,3,7.47,40.3,50.7,10,93.2,0.3
161,4,6.87,39.6,68.9,23.5,95,0.4
161,5,6.88,48.9,96.4,18.7,94.3,0.4
161,6,6.94,45,62.9,23,85.4,0.4
161,7,7.15,38.9,84.5,19.2,89.9,0.5
161,8,6.98,43.7,99,14.3,94,0.5
161,9,7.46,42.2,57,27.5,91.1,0.5
161,10,7.42,48.8,62.9,21.3,93.6,0.6
161,11,6.88,34.8,67,24,80.9,0.6
161,12,6.75,42.5,102.8,24.5,94.7,0.6
161,13,6.9,41.6,106.6,19.1,85.4,0.7
161,14,6.89,30.6,56.2,5.3,81.4,0.7
161,15,6.77,36.7,109.7,31.7,80.9,0.8
161,16,6.74,45.7,43.4,25.4,94.3,0.8
161,17,7.06,34.9,46.7,25.1,80.6,0.8
161,18,6.88,43.3,36.1,8.4,94.1,0.9
161,19,7.4,34.2,42.2,10.1,97.5,0.9
161,20,6.81,33.5,33.7,8.7,89.5,0.9
161,21,6.8,34.1,83,21.9,84,1
161,22,6.72,40.2,37.6,25.7,91.9,1
161,23,6.78,31.2,81.2,11.7,89.1,1
161,24,6.73,37.2,95.2,28,91.6,1.1
161,25,7.45,43.4,75.1,18.6,91.2,1.1
161,26,7.19,48.1,47.7,20.2,88.8,1.1
161,27,7.39,37.7,31.7,26,83,1.2
161,28,7.21,33.4,101.4,9.5,95.5,1.2
161,29,7.05,43.9,53.5,25.4,94.8,1.3
161,30,6.83,38.4,102.1,30.1,85.9,1.3
161,31,7.04,32.8,67,21,94.2,1.3
161,32,6.86,40.1,87,21.3,80.1,1.4
161,33,7.26,38.8,43.8,31,98,1.4
161,34,6.81,37.5,92.7,12.3,89,1.4
161,35,7.1,30.2,65.8,5.5,86.9,1.5
161,36,6.83,48.9,36.9,11.8,96.7,1.5
161,37,6.97,46.8,102,33.7,96.4,1.5
161,38,7.09,36.9,97.6,28.8,98.6,1.6
161,39,7.06,35.1,85.5,29.4,98.3,1.6
161,40,7.42,43.6,82.1,19.1,94.6,1.6
161,41,7.16,40.9,39.4,28.6,87.9,1.7
161,42,7.06,46.4,51.1,6.9,89.5,1.7
161,43,6.72,35.4,50.6,28.6,94.3,1.7
161,44,7.05,34.2,52.4,32.9,91.6,1.8
161,45,7,48.5,74.1,27.4,84.4,1.8
161,46,6.84,40.7,90.7,15.6,84.3,1.9
161,47,7.24,37.1,85.6,16.7,93.6,1.9
161,48,6.93,41.1,87,14.5,85.7,1.9
161,49,7.45,42.2,49.2,24.1,92.8,2
