Bioreactor,Day,pH,CO2,O2_MFC,Cell_Density,Cell_Viability,Product_Titer
168,8,7.35,31,82,16.7,85.2,1.7
168,9,7.48,55.3,82,30.4,90.6,1.7
168,10,6.76,65.7,82,6,93.1,1.7
168,11,7.22,52.6,82,25.2,94.7,1.7
168,12,7.46,72.7,82,15.4,89.1,1.7
168,13,7.17,60.4,82,14.1,80.1,1.7
168,14,6.89,42.4,82,29.6,97.2,1.7
168,15,6.89,72.9,82,14.8,89.7,1.7
168,16,6.89,32.2,82,14.3,86.4,1.8
168,17,7.17,70.5,82,15.8,83.1,1.8
168,18,7.04,52.6,82,29.7,85.3,1.8
168,19,6.83,102,82,22.2,90.7,1.8
168,20,7,74.1,82,27.4,84.4,1.8
168,21,6.92,87.1,82,28.2,88.3,1.8
168,22,7.06,101.8,82,28.3,83.3,1.8
168,23,7.23,96.9,82,20.1,83.8,1.8
168,24,7.05,35.8,82,10.8,83.2,1.9
168,25,7.2,93.5,82,5.7,95,1.9
168,26,7.3,79.3,82,16.1,93,1.9
168,27,7.16,70.9,82,34,86.5,1.9
168,28,6.95,52.6,82,28.8,98.5,2
168,29,7.21,84.1,82,8.1,96.7,2
168,30,6.98,36,82,33.4,94.9,2
168,31,,,82,,,
168,32,6.88,57.1,83,11.2,84.7,0.2
168,33,7.14,70.5,83,17.9,93.4,0.2
168,34,6.98,91.5,83,18.3,85.9,0.2
168,35,7.1,44.2,83,13.9,80.5,0.2
168,36,7.34,98.5,83,16.5,81.5,0.3
168,37,6.94,85.4,83,11.3,82.7,0.3
168,38,7.15,48.8,83,33.2,89,0.3
168,39,6.99,51.3,83,16.8,86.1,0.3
168,40,6.95,31.3,83,19.6,87.7,0.3
168,41,7.35,34.2,83,18.7,96.5,0.3
168,42,7.23,76.1,83,7,86.7,0.3
168,43,6.9,92,83,9.4,87.8,0.4
168,44,6.78,60.1,83,13.6,80.7,0.4
168,45,7.45,44.5,83,17.1,82.9,0.4
168,46,7.06,49.1,83,5.7,83.3,0.4
168,47,6.85,90.1,83,6.4,88.7,0.4
168,48,6.83,75.3,83,6.4,96.7,0.4
168,49,7.41,74.3,83,10,81.4,0.4
168,50,7.34,56,83,34,81.5,0.4
169,0,6.79,59.3,83,27.6,93.6,0.4
169,1,6.99,104.2,83,23.9,94.3,0.5
169,2,7.19,99.3,83,10.5,84.6,0.5
169,3,6.77,46.5,83,13,95.7,0.5
169,4,7.39,109.8,83,19.8,85.7,0.5
169,5,7.11,72.7,83,31.9,83.1,0.5
169,6,6.98,46,83,7.7,84.2,0.5
169,7,6.81,34.7,83,26.6,80.1,0.5
169,8,7.17,61.9,83,34.5,82.1,0.6
169,9,6.98,51.9,83,33.9,89.1,0.6
169,10,7.08,83.2,83,20.2,80.1,0.6
169,11,6.85,47,83,23.3,81.8,0.6
169,12,7.11,30.1,83,16.6,84.5,0.6
169,13,7.24,86.7,83,13.7,93.5,0.6
169,14,7.24,74.9,83,5.4,85.2,0.6
169,15,7.22,30.9,83,25.1,94.3,0.6
169,16,6.73,40.8,83,11.4,80.3,0.7
169,17,7.39,51.1,83,25.8,96.6,0.7
169,18,6.92,64.9,83,14.7,94.6,0.9
169,19,7.07,39.6,83,21.2,91.3,0.9
169,20,6.94,54.8,83,20.8,80.2,0.9
169,21,7.13,30.1,83,16.4,94.2,0.9
169,22,6.73,46.6,83,25.4,85.4,0.9
169,23,6.73,99.5,83,21,94.8,0.9
169,24,7.29,39.9,83,23.9,81.5,1
169,25,6.81,41.4,83,24.7,93.2,1
169,26,6.74,45.3,83,17.7,81.3,1
169,27,7.01,75.3,83,14.6,87.3,1
169,28,7.47,53.1,83,18.5,90.8,1
169,29,6.73,45.8,83,23.6,88.1,1.1
169,30,6.72,98.1,83,33.1,84.3,1.1
169,31,6.71,85.8,83,26.4,85,1.1
169,32,6.8,85.8,83,30,90,1.1
169,33,7.02,109.6,83,25.5,86.5,1.1
169,34,6.84,34.3,83,18.4,93.2,1.1
169,35,6.72,51.2,83,7.9,98,1.1
169,36,6.72,57.8,83,27.4,84.8,1.2
169,37,6.89,80.6,83,31.3,85.2,1.2
169,38,6.9,91,83,27.1,93.8,1.2
169,39,6.86,44.2,83,29.8,81.3,1.2
169,40,7.16,62.9,83,5.8,93.1,1.2
169,41,7.32,94.7,83,25.4,98,1.2
169,42,7.26,37.4,83,28.3,86.1,1.3
169,43,7.37,57.6,83,6.4,94.3,1.3
169,44,6.82,107.5,83,8.7,93.9,1.3
169,45,7.38,61,83,34.5,90.2,1.4
169,46,6.93,51.5,83,15.5,93.6,1.4
169,47,6.82,61.2,83,22.9,85.4,1.4
169,48,6.81,76.9,83,33.8,83.5,1.4
169,49,6.79,73.6,83,6.8,80.9,1.4
169,50,7.29,94.7,83,24.1,96.2,1.4
170,0,7.04,103.3,83,24.7,81,1.4
170,1,7.41,66.2,83,6.1,86.3,1.4
170,2,6.9,46.6,83,11.5,87.7,1.5
170,3,7.24,37.4,83,8.8,89.9,1.5
170,4,6.98,91.7,83,26.4,83,1.5
170,5,7.48,84.8,83,33.8,81.5,1.5
170,6,6.84,67.5,83,22.8,83,1.6
170,7,7.3,40.2,83,9.8,94.3,1.6
170,8,7.28,54.2,83,6.4,95.8,1.6
170,9,6.93,57.6,83,12.7,89.2,1.6
170,10,6.82,99.3,83,27.7,96.5,1.6
170,11,6.95,92.3,83,11.7,92.2,1.7
170,12,7.09,42.7,83,20.3,95.9,1.7
170,13,7.18,70.9,83,17.9,84.3,1.7
170,14,7.19,44.9,83,29.6,87.2,1.7
170,15,6.87,106.8,83,15.1,96.1,1.7
170,16,7.07,48.7,83,20.3,80.8,1.7
170,17,6.78,46.6,83,11.1,87.2,1.7
170,18,7.48,95.3,83,16,82.1,1.7
170,19,7.11,46.7,83,6.9,85.5,1.7
170,20,7.36,38.1,83,12.4,91.9,1.8
170,21,7.32,103.2,83,34.6,89.5,1.8
170,22,6.86,69.7,83,20.1,91.6,1.8
170,23,7.43,69,83,28.8,88.3,1.8
170,24,7.27,36.8,83,22,84,1.8
170,25,7.49,61.5,83,28.9,90.7,1.9
170,26,7.44,105.4,83,5.9,91.3,1.9
170,27,7.18,30.3,83,18.7,89.1,1.9
170,28,7.34,71.5,83,5.3,87.2,1.9
170,29,7.35,86.2,83,26.2,86.4,1.9
170,30,7.18,49.6,83,29.5,86.1,2
170,31,,,83,,,
170,32,,,83,,,
170,33,7.33,80.5,84,23.5,82.3,0.2
170,34,6.96,80,84,16.2,95.7,0.2
170,35,6.84,66.8,84,7.3,98.3,0.2
170,36,7.06,85.7,84,9.6,85.4,0.3
170,37,6.9,59.4,84,27.9,93.4,0.3
170,38,6.89,106.3,84,15.4,94.7,0.3
170,39,7.29,41.6,84,17.3,88.1,0.3
170,40,6.73,43.3,84,30.1,84.7,0.3
170,41,7.47,65.3,84,31.5,86.6,0.3
170,42,6.96,52.3,84,13.4,81.2,0.3
170,43,6.81,75.1,84,14.9,92.6,0.4
170,44,6.98,103.1,84,7.4,91.2,0.4
170,45,6.97,46.1,84,8.3,95.5,0.4
170,46,6.8,38.5,84,26.8,86.3,0.4
170,47,7.35,34.9,84,6.9,89.1,0.4
170,48,7.1,78.2,84,12,89.2,0.5
170,49,7.37,80.6,84,16.3,96.3,0.5
170,50,7.44,50.8,84,8.2,94.1,0.5
171,0,7.13,93.1,84,6.4,88.1,0.5
171,1,6.97,33.8,84,25.3,95.6,0.6
171,2,6.85,32.7,84,32.3,93.9,0.6
171,3,7.25,90,84,34.2,85.6,0.6
171,4,7.43,92.8,84,19.5,99,0.6
171,5,7.03,33.9,84,31.2,92.7,0.6
171,6,7.18,55.6,84,33.7,94.8,0.7
171,7,7.41,47.5,84,17.9,96.8,0.7
171,8,7.31,109.9,84,7.3,86.6,0.7
171,9,7.44,35.8,84,10.2,92.1,0.7
171,10,6.81,72.2,84,17.8,95.2,0.7
171,11,7.42,53.9,84,7.1,94.6,0.7
171,12,7,65.5,84,21.7,96.7,0.8
171,13,7.5,99.2,84,23.4,91.9,0.8
171,14,6.71,35.1,84,7.6,87.5,0.8
171,15,7.06,65,84,5.4,90.1,0.8
171,16,7.13,100.5,84,16.3,98.1,0.8
171,17,7.05,109.8,84,27.4,96.1,0.8
171,18,6.84,102.6,84,5.3,89.8,0.8
171,19,7.28,71.8,84,17.6,93.1,0.8
171,20,6.81,48.1,84,29.6,82.3,0.9
171,21,7.35,64.7,84,23,81.4,0.9
171,22,7.11,67.9,84,30.8,98.1,0.9
171,23,7.15,86.9,84,6.1,97.7,0.9
171,24,6.92,57.9,84,23.5,88.4,0.9
171,25,6.88,33.5,84,23.2,84.7,0.9
171,26,7.29,32.8,84,13.2,81.9,1
171,27,6.92,107.9,84,17,87.1,1
171,28,7.49,45.5,84,13.3,83.4,1
171,29,6.74,56.4,84,11.7,98.2,1
171,30,7.36,82.4,84,10.4,90.9,1
171,31,7.15,76.1,84,11.4,81.7,1
171,32,7.39,67.8,84,31.9,85.1,1
171,33,7.45,31.7,84,11.2,81.6,1
171,34,6.94,87.4,84,20.5,96.3,1
171,35,6.85,108.5,84,32,85.3,1.1
171,36,6.79,68.2,84,9.4,93.6,1.1
171,37,7.23,96.2,84,10,87.4,1.2
171,38,6.92,73.1,84,27.3,97.4,1.2
171,39,7.45,53,84,8.2,95.6,1.2
171,40,7.2,45.1,84,14.5,89.6,1.2
171,41,7.01,66.4,84,34.5,96.7,1.2
171,42,7.07,64.6,84,15.4,97.6,1.2
171,43,6.84,31.2,84,22.7,86.4,1.3
171,44,6.9,33.6,84,10.8,96.4,1.3
171,45,6.77,101.2,84,17.7,86.7,1.3
171,46,6.74,52.3,84,21.8,85,1.3
171,47,6.74,39.2,84,34.6,89.4,1.3
171,48,7.08,75.5,84,24.4,83,1.4
171,49,6.76,65.2,84,32.4,93,1.4
171,50,7.14,51.8,84,29.8,92.6,1.4
172,0,7.06,96.6,84,18.1,94.1,1.4
172,1,6.99,34.8,84,33.4,90.9,1.5
172,2,6.71,63.5,84,18.1,91.4,1.5
172,3,6.95,78.9,84,6.5,80.2,1.5
172,4,7.15,61.1,84,32.9,84.5,1.5
172,5,7.42,82.1,84,19.1,94.6,1.6
172,6,7.24,34.7,84,14.2,80.6,1.6
172,7,7.06,57.9,84,21.3,85.5,1.6
172,8,6.76,37.7,84,8.9,92.8,1.7
172,9,7.48,89.7,84,34.3,96.8,1.7
172,10,6.85,100.1,84,12.2,97.2,1.7
172,11,7.18,42.3,84,21.3,83.8,1.7
172,12,7.26,78,84,24.5,89.9,1.7
172,13,7.02,58.6,84,14,85.6,1.8
172,14,7.31,45.7,84,15.1,83.8,1.8
172,15,6.97,52.2,84,32.8,84.6,1.8
172,16,6.79,41,84,21.1,93.2,1.9
172,17,6.83,57.7,84,26.6,97.5,1.9
172,18,7.38,85.8,84,31.2,90.9,1.9
172,19,6.89,52.2,84,17.3,80.6,1.9
172,20,,,84,,,
172,21,,,84,,,
172,22,7.19,56.7,85,5.8,95.8,0.3
172,23,7.24,53.2,85,13.4,92.4,0.3
172,24,7.15,71.8,85,6,83.9,0.3
172,25,7.41,47.7,85,25.1,82.5,0.3
172,26,7.34,50.5,85,14.6,93.2,0.3
172,27,6.78,65.4,85,27,87.8,0.4
172,28,7.03,92.4,85,15.1,93.2,0.4
172,29,7.38,98.7,85,16,81.1,0.4
172,30,7.02,85.8,85,24.6,81.5,0.4
172,31,7.37,75.5,85,11.3,92.9,0.4
172,32,7.13,83.2,85,29.6,81.6,0.4
172,33,7.08,49.9,85,5.3,86.9,0.5
172,34,7.07,40.9,85,24.9,93,0.5
172,35,6.98,103.8,85,21.7,91,0.5
172,36,6.94,48,85,13.4,86.7,0.6
172,37,6.75,60.7,85,28.4,88.1,0.6
172,38,7.21,30.3,85,33,83.5,0.7
172,39,7.17,92.4,85,13.4,92.1,0.7
172,40,6.83,43.4,85,8.7,86.5,0.7
172,41,6.86,73,85,32.9,89.6,0.7
172,42,7.33,79.3,85,5.2,82.8,0.7
172,43,7.18,45.3,85,7.7,94.3,0.7
172,44,7.41,53.8,85,22.9,93.9,0.8
172,45,7.18,89.6,85,34.2,91,0.8
172,46,6.79,53.2,85,33.9,85.3,0.8
172,47,7.31,57,85,28.2,83.4,0.9
172,48,6.88,79.9,85,27.8,81.3,0.9
172,49,7.14,71.5,85,12.3,83.4,0.9
172,50,7.05,42.5,85,24.1,91.3,0.9
173,0,6.73,32.1,85,17.1,93.1,0.9
173,1,7.21,74.7,85,30.2,80.8,0.9
173,2,6.75,34.9,85,8.6,92.2,1
173,3,7.06,75.8,85,5.5,83.2,1
173,4,7.11,47,85,9.2,97.5,1
173,5,7.3,69.9,85,31.9,92.3,1
173,6,7.34,105.2,85,8.8,89.6,1.1
173,7,7.35,65,85,22.9,87.7,1.1
173,8,7.46,95.2,85,31.2,98.9,1.1
173,9,7.26,82.5,85,29.5,95.9,1.1
173,10,7.22,38.6,85,22.6,80.4,1.1
173,11,6.82,61.6,85,5.3,98.9,1.2
173,12,6.97,40.5,85,18.7,88.6,1.2
173,13,7.35,78.1,85,30.3,93.8,1.2
173,14,7.3,105.5,85,6.2,93.9,1.2
173,15,6.95,81.4,85,19,90.6,1.2
173,16,6.78,66.5,85,15.5,85.3,1.2
173,17,6.85,93.9,85,21.5,81.9,1.3
173,18,6.91,68,85,34.6,97.3,1.3
173,19,6.74,106.4,85,26.2,90.3,1.3
173,20,6.73,101.1,85,17.5,80.1,1.3
173,21,7.31,90.6,85,17,93.2,1.3
173,22,7.06,96.5,85,7,94.5,1.3
173,23,7.48,96.1,85,20,95.8,1.4
173,24,7.23,60.3,85,6.2,84.6,1.4
173,25,7.42,47.9,85,5.1,81.1,1.4
173,26,7.47,95.2,85,10.5,82.6,1.4
173,27,7.4,52.3,85,8.9,81.6,1.4
173,28,6.99,57.6,85,15.1,85.3,1.5
173,29,6.87,107.4,85,27.6,98.3,1.5
173,30,7.21,63.1,85,20.6,89.6,1.5
173,31,7.49,57.6,85,21.5,95.7,1.5
173,32,7.09,50.2,85,21.8,87.1,1.5
173,33,7.06,52.1,85,33.6,86,1.5
173,34,7.18,96.9,85,28.9,88.7,1.5
173,35,6.96,57.8,85,8.6,88.5,1.5
173,36,7.19,106.4,85,29,85.8,1.6
173,37,7.3,32.7,85,7.1,89.4,1.6
173,38,7.32,46.1,85,31.9,92.5,1.7
173,39,7.03,30.2,85,11.8,91.2,1.7
173,40,7.39,78.1,85,6.6,87.5,1.7
173,41,7.13,75,85,8.5,83.9,1.7
173,42,7.01,103.5,85,19.2,91.9,1.7
173,43,6.76,37.6,85,10.1,90.1,1.8
173,44,6.94,40.6,85,29.8,81.9,1.8
173,45,7.3,40.8,85,29.5,90.6,1.8
173,46,7.07,90,85,8.4,95.1,1.8
173,47,7.02,35.4,85,17.5,94.1,1.8
173,48,7.26,54.4,85,21.9,80.2,1.9
173,49,7.43,53,85,30.2,91.6,1.9
173,50,7.01,78,85,31.7,93.2,1.9
174,0,7.11,109.5,85,16,97.4,1.9
174,1,7.17,61.6,85,18.6,92.4,1.9
174,2,6.89,91.4,85,31.6,98.7,1.9
174,3,7.49,73.5,85,8,96.9,1.9
174,4,7.15,62.7,85,7.1,82.7,1.9
174,5,6.74,109.9,85,19.3,92.9,1.9
174,6,7.12,39.6,85,12.4,80.5,2
174,7,,,85,,,
174,8,,,85,,,
174,9,6.71,34.4,86,28.7,84.8,0.2
174,10,7.12,99.6,86,28,94.3,0.3
174,11,7.47,52.1,86,16.4,98.9,0.3
174,12,7.42,63.9,86,20.5,83.3,0.3
174,13,7.19,84.5,86,15.6,94.1,0.3
174,14,6.73,31.1,86,21.6,87.2,0.3
174,15,6.93,53.9,86,14.6,95,0.3
174,16,6.86,66.8,86,29.3,85.2,0.3
174,17,7,99.7,86,6.2,92.4,0.3
174,18,6.98,61.5,86,19.4,82.7,0.4
174,19,6.96,97.2,86,23.1,80.6,0.4
174,20,7.47,107,86,10.9,80.1,0.4
174,21,7.11,76,86,12,83.7,0.4
174,22,7.07,57.1,86,19.6,81.5,0.4
174,23,7.17,66.7,86,23.8,98,0.4
174,24,7.22,75.2,86,5.3,82.1,0.4
174,25,7.46,95.3,86,28.2,96,0.5
174,26,7.19,76.5,86,31.9,92.5,0.5
174,27,7.23,85.9,86,26.8,85.9,0.5
174,28,7.27,87.9,86,14.8,98.4,0.5
174,29,7.06,90.2,86,21.8,89.7,0.5
174,30,7.22,55.8,86,27.2,93,0.6
174,31,7.19,78.4,86,19.8,81.5,0.6
174,32,6.92,106.3,86,27.8,92.5,0.6
174,33,7.04,68.6,86,8.3,83.2,0.6
174,34,7.2,46.4,86,18.2,81.4,0.6
174,35,7.4,69.1,86,8,93.6,0.6
174,36,6.78,47.9,86,23.1,97.1,0.6
174,37,7.09,60.9,86,12.3,98.1,0.6
174,38,7.35,32.1,86,16.3,89.9,0.7
174,39,6.71,45.1,86,34.8,83,0.7
174,40,7.28,34.9,86,33.4,96.2,0.7
174,41,7,109.4,86,5.7,91.5,0.7
174,42,7.45,57.3,86,9.4,93.6,0.7
174,43,7.38,64.7,86,28.1,92.7,0.8
174,44,7.09,54.5,86,10.2,93.3,0.8
174,45,7.03,40.9,86,25.5,80.7,0.8
174,46,7.26,98.4,86,7.2,80.1,0.8
174,47,6.76,52.1,86,24.3,95.7,0.8
174,48,7.08,35.5,86,9.4,86.7,0.8
174,49,7.38,30.8,86,6.4,84.9,0.8
174,50,6.84,38.8,86,30.6,88,0.9
175,0,6.83,100.6,86,21.2,80.7,0.9
175,1,6.77,88.5,86,16.7,80.1,0.9
175,2,7.01,77.2,86,27.6,82,0.9
175,3,7.15,58.3,86,11,91.9,1
175,4,6.87,98.1,86,32,84.7,1
175,5,7.42,41.3,86,13.3,82.6,1
175,6,7.33,64.6,86,31.7,81.3,1.1
175,7,7.32,98,86,6.5,98.6,1.1
175,8,6.73,35.7,86,25.5,89.6,1.1
175,9,7.32,90.7,86,19.3,90.4,1.1
175,10,7.35,46.8,86,29,98.4,1.1
175,11,7.15,98,86,8,85.2,1.1
175,12,7.08,75.2,86,33.8,90.6,1.1
175,13,7.24,97.7,86,8.7,94.5,1.1
175,14,7.28,103.9,86,28.7,96.7,1.2
175,15,6.97,59.3,86,32.8,91.3,1.2
175,16,7.01,40,86,22.9,94.7,1.2
175,17,7.42,53,86,24.3,81.5,1.2
175,18,7.31,35.6,86,12.8,91.3,1.2
175,19,7.06,93.8,86,14.5,86.7,1.2
175,20,6.77,81.2,86,15.7,88.9,1.3
175,21,7.02,71.1,86,7.5,88,1.3
175,22,7.12,57.9,86,7.3,97.3,1.3
175,23,6.78,91.9,86,16.5,82.2,1.3
175,24,7.13,99.6,86,20,88.4,1.3
175,25,7.42,58.9,86,20.8,93.3,1.4
175,26,7.27,107.2,86,13.8,84.5,1.4
175,27,7.42,95.8,86,22.9,82,1.4
175,28,6.81,72.8,86,28.7,94.1,1.4
175,29,7.33,46.4,86,29.8,89.2,1.4
175,30,6.81,92.7,86,12.3,89,1.4
175,31,6.7,94.9,86,19.8,97.8,1.4
175,32,6.92,65.7,86,22.4,85.7,1.5
175,33,6.98,53.8,86,29.6,87.7,1.5
175,34,6.99,44.3,86,16.9,85,1.5
175,35,6.95,101.9,86,9.5,90.3,1.5
175,36,6.97,97.2,86,7.1,93.5,1.5
175,37,6.81,107.3,86,32.9,91.5,1.5
175,38,7.05,87.3,86,7.8,97.7,1.5
175,39,6.8,71,86,23.5,91.9,1.5
175,40,7.49,54.5,86,24.1,88.8,1.6
175,41,6.77,87.7,86,7.8,95.7,1.6
175,42,6.81,83.2,86,6.8,82.7,1.6
175,43,7.21,50.3,86,7,82.6,1.6
175,44,7.26,53.7,86,30.3,92.9,1.6
175,45,7.25,69.9,86,22.7,82.2,1.7
175,46,7.14,72.1,86,18.1,89,1.7
175,47,6.93,69.2,86,14.5,84.1,1.7
175,48,6.74,63.1,86,31,85,1.8
175,49,7.38,84.6,86,15.2,87.8,1.8
175,50,6.85,50.5,86,14.4,86.9,1.8
176,0,7.17,31.3,86,15.3,80,1.8
176,1,6.72,45.6,86,23,93.7,1.8
176,2,6.85,104.7,86,23,91.4,1.8
176,3,7.42,84.4,86,34.3,93.6,1.9
176,4,7.37,77.8,86,27.6,87.4,1.9
176,5,7.12,53.3,86,9.7,91.3,1.9
176,6,7.03,37.7,86,27.5,95,1.9
176,7,6.93,87,86,14.5,85.7,1.9
176,8,7.21,104.8,86,30.8,87.9,2
176,9,6.78,107.7,86,17.6,81.2,2
176,10,7.49,93.1,86,23.5,87.3,2
176,11,6.77,43.7,86,9.7,90.5,2
176,12,,,86,,,
176,13,,,86,,,
176,14,,,86,,,
176,15,,,86,,,
176,16,7.14,52.2,87,25.5,82.8,0.2
176,17,6.85,110,87,22.4,93.7,0.2
176,18,6.91,60.3,87,8.2,81,0.2
176,19,7.18,87.9,87,13.5,82.8,0.2
176,20,7.25,95.4,87,7.1,95,0.3
176,21,7.42,94.2,87,17.5,90.7,0.3
176,22,6.91,35.4,87,5.9,96.8,0.4
176,23,7.09,52.6,87,8.7,86.5,0.4
176,24,7.25,87.1,87,29,85.8,0.4
176,25,7.03,102,87,11.1,81.2,0.4
176,26,7.2,34.6,87,25.9,90.7,0.4
176,27,6.71,76.6,87,14,89.7,0.5
176,28,6.76,59.1,87,12.3,94.7,0.5
176,29,7.42,94.9,87,34,91.9,0.6
176,30,6.88,97.4,87,34,82,0.6
176,31,6.95,38.8,87,28.7,90.9,0.6
176,32,6.79,68.1,87,15.4,88.1,0.6
176,33,7.11,96,87,19.5,98.1,0.6
176,34,6.74,94.8,87,15.3,90.9,0.6
176,35,7.23,68.9,87,26.1,86.6,0.6
176,36,7.29,54,87,20.8,87.4,0.7
176,37,7.4,35.2,87,21.6,83.2,0.7
176,38,7.19,53.5,87,33.7,94.3,0.7
176,39,7.38,93.8,87,34.9,86.1,0.7
176,40,6.95,32.5,87,32.7,92.9,0.7
176,41,7.21,53,87,22.8,95.8,0.7
176,42,7.11,51.7,87,33.6,93.5,0.7
176,43,6.91,59,87,32.8,98.3,0.7
176,44,6.81,35,87,9.1,96.1,0.7
176,45,7.21,109.9,87,10,90.5,0.7
176,46,7.25,72.4,87,6.5,90.4,0.7
176,47,6.8,105.7,87,19.8,94.3,0.8
176,48,7.12,108.2,87,21.6,85.5,0.8
176,49,7.01,35.7,87,7.9,82.5,0.8
176,50,7.27,94.4,87,25.7,84.9,0.8
177,0,7.01,49.6,87,34.5,97.6,0.8
177,1,6.99,66.6,87,28.1,85.3,0.9
177,2,7.4,80.1,87,21.8,81.9,0.9
177,3,6.73,81.4,87,11.3,97.2,0.9
177,4,7.18,43.9,87,15.3,87.3,0.9
177,5,7.3,43.4,87,18.6,93.6,0.9
177,6,7.39,32.5,87,9.3,91.4,0.9
177,7,7.32,95.4,87,6,85.9,0.9
177,8,6.8,83,87,21.9,84,1
177,9,7.3,57.4,87,32.8,84.1,1
177,10,6.71,67,87,13.1,89.7,1
177,11,7.43,74.3,87,6.7,96,1
177,12,6.75,52.3,87,32.8,80.9,1
177,13,7.47,46.7,87,30.5,91.4,1
177,14,7.2,37.4,87,8.2,89.2,1
177,15,6.96,71,87,34.2,95.1,1.1
177,16,6.84,96.8,87,22.1,83.1,1.1
177,17,7.03,51.7,87,26.7,83,1.1
177,18,7.31,101.7,87,27.1,96.3,1.1
177,19,7.33,32.7,87,24.6,87.4,1.1
177,20,7.14,34.8,87,20.6,81,1.1
177,21,7.48,77.4,87,20.9,93,1.1
177,22,7.26,41,87,24.3,87.2,1.2
177,23,6.94,97.8,87,23.6,80.7,1.2
177,24,7.47,69.2,87,17.9,90.4,1.2
177,25,7.41,81.2,87,8.3,92.9,1.2
177,26,7.15,66.9,87,5.6,88.7,1.2
177,27,7.13,65.2,87,9.7,85.3,1.3
177,28,7.16,70.8,87,19.7,84.2,1.3
177,29,6.88,70.9,87,19.2,90.5,1.3
177,30,7.2,30.5,87,34.3,83.4,1.3
177,31,6.74,91.2,87,20.2,97.9,1.3
177,32,6.87,104.1,87,10.9,95.9,1.4
177,33,7.19,51,87,5.8,97.3,1.4
177,34,6.75,92.5,87,10.8,88.2,1.4
177,35,7.36,81.2,87,18.3,85.1,1.4
177,36,7.26,93.2,87,24,98.1,1.4
177,37,7.03,80.4,87,25.4,89.7,1.4
177,38,7.02,52.6,87,13.8,89.5,1.4
177,39,6.91,76.8,87,34.9,85.6,1.4
177,40,6.92,60,87,13.5,89.9,1.4
177,41,7.13,71.3,87,6.9,80.6,1.4
177,42,7,89.6,87,25.3,89.9,1.5
177,43,6.8,34.6,87,25.9,96,1.5
177,44,7.35,41.1,87,8.5,91.1,1.5
177,45,6.74,82.7,87,19,82.5,1.5
177,46,6.79,90.6,87,11.5,88.1,1.6
177,47,7.14,103.5,87,20.1,97.7,1.6
177,48,7.13,99.1,87,11,83.3,1.6
177,49,6.77,80.9,87,30.5,88.8,1.6
177,50,7.03,83.8,87,31.1,81.8,1.6
178,0,7.44,101.7,87,24.9,88.6,1.7
178,1,6.85,71.4,87,27.3,98.5,1.7
178,2,6.88,51.1,87,34.9,90.5,1.7
178,3,7.23,97.5,87,21.9,93.1,1.8
178,4,6.71,80.8,87,33,87.7,1.8
178,5,7.13,30.4,87,25.2,95.1,1.8
178,6,6.88,37.8,87,5.7,85.4,1.9
178,7,7.35,87,87,19.2,80.3,1.9
178,8,6.71,42.9,87,17.6,87,1.9
178,9,6.72,56.2,87,25.9,95.6,1.9
178,10,7.09,68,87,10.4,82.4,1.9
178,11,7.04,33,87,34.4,95.7,1.9
178,12,6.92,50.7,87,11.1,81.1,1.9
178,13,7.25,90.9,87,18.9,98.4,2
178,14,7.09,64.2,87,34.9,95.5,2
178,15,6.82,78,87,13.3,89.2,2
178,16,,,87,,,
178,17,7.41,58.6,88,20.7,80.6,0.2
178,18,7.1,53.3,88,22.4,92.9,0.2
178,19,6.97,51.2,88,32.1,86.7,0.2
178,20,6.96,35.5,88,24,87,0.3
178,21,6.83,48.4,88,23.9,93.4,0.3
178,22,7.4,71.5,88,21.8,84.8,0.3
178,23,6.71,105.9,88,27.8,88.6,0.3
178,24,6.91,90.3,88,23.5,85.8,0.4
178,25,6.71,66,88,12,80.7,0.4
178,26,7.37,98.6,88,12.6,85.5,0.4
178,27,6.91,72.9,88,29,82.7,0.4
178,28,6.83,45.7,88,16.1,81,0.4
178,29,6.77,59.4,88,17.1,98.3,0.4
178,30,7.21,51.9,88,10.1,80.8,0.5
178,31,7.14,77.5,88,21.6,85.2,0.5
178,32,7.03,87.3,88,12.4,97.2,0.5
178,33,7.18,99.4,88,6.5,91.9,0.5
178,34,7.35,102.6,88,21.4,82.5,0.5
178,35,7.38,106.8,88,15.9,84.3,0.5
178,36,7.16,64,88,18.9,96.2,0.6
178,37,6.73,76.5,88,7.1,91.9,0.6
178,38,7.19,47,88,9.8,86.9,0.6
178,39,6.87,51.2,88,20,98,0.6
178,40,7.27,106.3,88,18.5,98.1,0.6
178,41,7.11,56.3,88,12.5,91.2,0.7
178,42,7.33,33,88,31.5,88.9,0.7
178,43,7.3,79.9,88,21.1,89.2,0.7
178,44,7.05,103.5,88,22.1,83.4,0.7
178,45,6.86,58.3,88,26.7,90,0.7
178,46,6.8,70.6,88,5.3,90.1,0.8
178,47,7.2,109.5,88,7.1,81,0.8
178,48,6.81,50.8,88,10.5,84.2,0.8
178,49,6.99,69.5,88,26.9,84.4,0.8
178,50,7.48,33.9,88,27.8,98.9,0.9
179,0,7.14,92.7,88,9.6,81.4,0.9
179,1,6.94,71,88,13.9,84.5,0.9
179,2,7.37,49.8,88,34.1,98.9,0.9
179,3,6.86,50.7,88,19.7,95.3,0.9
179,4,7.09,70.7,88,33.1,92.6,1
179,5,6.76,105.3,88,5.9,85.4,1
