Bioreactor,Day,pH,CO2,Cell_Density,Cell_Viability,Product_Titer
163,13,6.91,44.3,29.1,93.6,1.7
163,14,7.12,87.7,32.3,98,1.7
163,15,7.04,74.2,25.3,91,1.7
163,16,7.17,46,11.4,84.8,1.7
163,17,6.93,76,18.6,95.1,1.7
163,18,7.1,86.2,20.1,98.1,1.7
163,19,6.79,90.3,18.9,97.5,1.7
163,20,7.01,58.7,14.8,91.9,1.7
163,21,7.1,105.6,27.9,93.8,1.7
163,22,7.29,62.1,27.1,82.6,1.7
163,23,6.85,35.4,22.1,98.8,1.7
163,24,6.99,99.5,34.5,80.9,1.7
163,25,7.07,99.7,6.5,84.1,1.7
163,26,7.17,42.9,29.8,92.7,1.7
163,27,7.05,102.5,28.9,94.3,1.7
163,28,7.36,47.4,31.9,93.4,1.7
163,29,7.35,57.4,16.2,94.1,1.7
163,30,7.16,96.1,11.6,96.9,1.7
163,31,7.28,81.8,34,88.5,1.7
163,32,7.49,78.9,15.7,80.9,1.7
163,33,7.42,86.1,27.5,89,1.7
163,34,7,68.8,16.8,97.4,1.7
163,35,6.9,40,20.1,91.4,1.7
163,36,6.97,54,34.4,84.7,1.7
163,37,7.03,36.6,19.3,90.6,1.7
163,38,7.09,107,17.6,87.2,1.7
163,39,7.07,105.1,5.4,92.9,1.7
163,40,7.13,96.4,16.2,86.1,1.7
163,41,7.47,75.5,22.5,87.7,1.7
163,42,7.35,51.8,12.4,80.4,1.7
163,43,6.85,73,18.1,86.1,1.7
163,44,7.06,83.8,21,84.6,1.7
163,45,7.15,78.9,34,89.4,1.7
163,46,7.22,104.4,18.9,84.2,1.7
163,47,6.83,70.8,27.9,90.5,1.7
163,48,6.76,103.5,26.2,96.5,1.7
163,49,6.71,32.2,26,96.7,1.7
163,50,6.85,52.6,33.7,86.9,1.7
164,0,7.25,31.1,33.5,92.6,1.7
164,1,7.06,63.2,12.7,87.1,1.7
164,2,7.35,74.9,28.8,98.7,1.7
164,3,6.73,78.4,6.1,96.8,1.7
164,4,7.35,65.5,12.9,82.1,1.7
164,5,7.01,45.7,6.1,88,1.7
164,6,7.42,76.8,27.8,81,1.7
164,7,7.27,55.8,9.3,93.5,1.7
164,8,7.33,103,19.6,82.7,1.7
164,9,7.05,90.1,15.3,94.1,1.7
164,10,6.8,42.2,16.6,89.5,1.7
164,11,7.25,49.7,20.9,94.9,1.7
164,12,6.95,39,21.1,95.3,1.7
164,13,6.88,44.3,5.3,93.6,1.7
164,14,6.74,58.5,9.7,93.6,1.7
164,15,7.03,32.4,33.6,83.9,1.7
164,16,7.07,53.5,32.8,90.9,1.7
164,17,6.8,72,27.3,89.9,1.7
164,18,6.81,79.7,32.3,83.4,1.7
164,19,6.77,83.5,5.7,83.8,1.7
164,20,7.1,66.5,31.6,86.7,1.7
164,21,7.35,82.9,6.4,95.5,1.7
164,22,6.95,92.3,11.7,92.2,1.7
164,23,7.45,31.7,10.3,98,1.7
164,24,7.17,35.4,21,93.8,1.7
164,25,7.25,109.5,31.7,98.9,1.7
164,26,6.92,101.2,12.9,94.6,1.7
164,27,7.3,59.7,33.1,88.7,1.7
164,28,7.27,93.1,5.2,86.5,1.7
164,29,7.39,75.5,15.1,98.8,1.7
164,30,6.77,45.2,13.3,96.7,1.7
164,31,6.91,74.7,14.8,86.4,1.7
164,32,7.19,35.1,9.6,98.5,1.7
164,33,7.41,105.2,21.7,92.1,1.7
164,34,7.35,31,16.7,85.2,1.7
164,35,7.26,85.9,20.3,87,1.7
164,36,7.37,59.8,13.7,88.3,1.7
164,37,7.08,109.3,12.1,83,1.7
164,38,6.78,109.7,5.1,83.9,1.7
164,39,7.24,83.3,27.9,98.5,1.7
164,40,7.31,85.8,31.4,86.5,1.7
164,41,7.29,61.1,30.4,87.8,1.7
164,42,7.21,51.9,7.1,84.1,1.7
164,43,6.73,107.9,8.3,96.6,1.7
164,44,7.44,101.7,24.9,88.6,1.7
164,45,7.24,54.9,15.6,93.4,1.7
164,46,7.34,50.9,9.6,85.3,1.7
164,47,7.16,39.4,28.6,87.9,1.7
164,48,7.37,61.6,19.9,88.4,1.7
164,49,7.05,98.8,29.6,80.9,1.7
164,50,6.97,108.5,10.6,82.7,1.7
165,0,6.85,71.4,27.3,98.5,1.7
165,1,6.87,103.2,26.9,97.9,1.7
165,2,6.79,58.6,8,97.4,1.7
165,3,7.17,34.6,17.1,93,1.7
165,4,7.36,83.9,10.9,92.3,1.7
165,5,7.33,103.1,28.6,83.9,1.7
165,6,7.27,74.6,10.1,90.4,1.7
165,7,7.48,55.3,30.4,90.6,1.7
165,8,7.43,91,10.7,94.2,1.7
165,9,7.44,54.5,30.4,86,1.7
165,10,7.17,66.3,22,92.8,1.7
165,11,7.32,46.1,31.9,92.5,1.7
165,12,7.39,43.5,17.1,84.4,1.7
165,13,6.78,75.8,6.9,94.5,1.7
165,14,7.46,72.2,19.1,85.7,1.7
165,15,7.46,92.1,32.7,80.3,1.7
165,16,7.05,60.8,7.6,88.4,1.7
165,17,7.49,93.9,15.7,96.3,1.7
165,18,7.14,101,24.7,88.8,1.7
165,19,6.83,66.8,8.4,96,1.7
165,20,6.74,69.1,9,92.3,1.7
165,21,6.78,98.1,17.6,81,1.7
165,22,6.86,82,12.2,91.2,1.7
165,23,6.91,89.6,24.8,88.7,1.7
165,24,7.16,43.3,26.1,87.8,1.7
165,25,6.95,82.6,6.8,86,1.7
165,26,7.06,90.8,28.9,82.8,1.7
165,27,7.03,99.6,15.8,86,1.7
165,28,7.14,72.1,18.1,89,1.7
165,29,7.22,97.3,24.5,88.3,1.7
165,30,7.31,62,28.5,89.4,1.7
165,31,6.75,63.9,31,94.4,1.7
165,32,7.12,101.9,34.5,95,1.7
165,33,7.5,57.2,15.3,95.4,1.7
165,34,7.18,103.2,16.2,96.6,1.7
165,35,7.14,103.2,6.6,83,1.7
165,36,6.72,51.4,25,97.8,1.7
165,37,7.06,44.6,21.1,94.3,1.7
165,38,7.02,80.9,5.5,98.8,1.7
165,39,6.7,84.6,9.5,88.4,1.7
165,40,7.1,65.2,28.2,80.1,1.7
165,41,7.47,49.5,22,98.6,1.7
165,42,7.42,81.4,11.6,87.2,1.7
165,43,6.89,88.7,24.1,94.7,1.7
165,44,6.9,77.3,22.6,84.9,1.7
165,45,7,43.1,7.8,81.2,1.7
165,46,6.93,57.4,19.6,96.6,1.7
165,47,6.78,84.3,8.4,82.1,1.7
165,48,6.89,82.3,23.1,81.9,1.7
165,49,7.3,87.6,28.4,82.8,1.7
165,50,7.37,39.6,14.6,92.5,1.7
166,0,7.04,103.9,31.9,80.4,1.7
166,1,6.91,60.2,12.1,91,1.7
166,2,6.89,44.4,32.8,97.4,1.7
166,3,7.2,54,11.8,89.4,1.7
166,4,7.09,42.7,20.3,95.9,1.7
166,5,6.78,102,16.9,84.3,1.7
166,6,6.74,48.1,26.6,93.4,1.7
166,7,7.38,64.7,19.2,81.3,1.7
166,8,6.71,94,23.3,86.9,1.7
166,9,7.15,73,21.4,81.1,1.7
166,10,7.49,85.6,29.3,92,1.7
166,11,6.84,31.3,17.3,89,1.7
166,12,6.71,59,5.2,81.4,1.7
166,13,7.07,57.9,10.2,82.7,1.7
166,14,7.08,40,16,82.3,1.7
166,15,7.16,67.4,14.6,81.1,1.7
166,16,7.42,45.5,15.9,86.4,1.7
166,17,6.83,46.8,19.1,94.3,1.7
166,18,7.48,89.7,34.3,96.8,1.7
166,19,7.17,93.1,34.3,81.2,1.7
166,20,6.97,72.5,9.4,82.3,1.7
166,21,7.04,91.2,31,81.1,1.7
166,22,7.09,87.9,17.6,87.1,1.7
166,23,6.97,68.7,14.9,94.7,1.7
166,24,7.12,51.3,9.3,98.2,1.7
166,25,6.85,100.1,12.2,97.2,1.7
166,26,6.78,38.5,33.4,83.7,1.7
166,27,6.76,95.6,33.2,82.4,1.7
166,28,6.95,44.1,22.6,84.3,1.7
166,29,7.46,61.8,22.9,82.6,1.7
166,30,7.25,45.1,9.4,92.8,1.7
166,31,7.26,83,30.3,95.5,1.7
166,32,7.3,37.1,16.1,86.8,1.7
166,33,7.04,85.9,31.8,82,1.7
166,34,7.18,50.5,10.4,96.4,1.7
166,35,7.03,30.2,11.8,91.2,1.7
166,36,7.47,54.9,19.3,92.8,1.7
166,37,7.34,43.5,26.7,91.2,1.7
166,38,7.22,88.3,10.2,90.6,1.7
166,39,7.35,57.8,33,83.9,1.7
166,40,6.86,104.2,13.3,83.2,1.7
166,41,6.91,47.4,19.5,95.9,1.7
166,42,7.06,48.4,18.2,93.1,1.7
166,43,7.1,59.2,5,88.3,1.7
166,44,7.2,93.3,16.2,91.9,1.7
166,45,7.18,87.9,5.2,95.2,1.7
166,46,7.15,90.4,24,85.4,1.7
166,47,6.78,67.2,25.7,87.9,1.7
166,48,6.76,77.4,5.7,94.2,1.7
166,49,7.38,56.6,12.6,91.7,1.7
166,50,6.98,96.2,32.2,98.1,1.7
167,0,7.28,32.1,14.8,88.1,1.7
167,1,7.26,53.9,30,98.5,1.7
167,2,6.88,108.8,32.3,95.8,1.7
167,3,7.25,48.1,26.7,84.7,1.7
167,4,7.12,45.7,30.7,87.7,1.7
167,5,6.72,76.3,18,98.5,1.7
167,6,7.18,70.9,17.9,84.3,1.7
167,7,6.74,102.8,12.7,97.1,1.7
167,8,6.82,46.2,23.6,81.1,1.7
167,9,7.05,33.4,30.5,91.2,1.7
167,10,6.75,81.8,28.4,89.4,1.7
167,11,6.82,102.8,21.7,98.6,1.7
167,12,6.99,66.3,9.9,96.8,1.7
167,13,6.76,65.7,6,93.1,1.7
167,14,6.92,34.1,34.5,98.5,1.7
167,15,7.4,108.2,30.6,84.9,1.7
167,16,7.45,103.8,18.5,81.7,1.7
167,17,7.19,82.5,28.6,86.5,1.7
167,18,6.78,98.3,13.7,94.5,1.7
167,19,7.16,65.5,19.5,95,1.7
167,20,7.06,77.8,34.7,92.5,1.7
167,21,6.86,109.1,7.1,91.4,1.7
167,22,6.92,48.9,20,82.4,1.7
167,23,7.06,50.5,7.6,94.4,1.7
167,24,6.81,47.6,11.6,82.5,1.7
167,25,7.19,95.3,23.1,85,1.7
167,26,6.96,76.6,22.9,81.6,1.7
167,27,6.88,107.2,5.6,89.4,1.7
167,28,6.91,76.3,25.5,80.9,1.7
167,29,7.4,87.3,12.9,80.1,1.7
167,30,7,95.7,26.6,86.4,1.7
167,31,6.96,84.1,27.9,83.7,1.7
167,32,7.22,52.6,25.2,94.7,1.7
167,33,7.4,44,26,98.5,1.7
167,34,7.48,91.1,17.2,82.2,1.7
167,35,6.91,69.9,24.9,81.1,1.7
167,36,6.87,76.8,33.6,90.2,1.7
167,37,7.32,58.1,30.6,82.4,1.7
167,38,7.2,73.2,8.8,90.8,1.7
167,39,6.87,100,26.2,88.1,1.7
167,40,7.11,87.4,6.8,88.6,1.7
167,41,7.09,85.2,30,90.9,1.7
167,42,6.84,45.8,10.5,89.2,1.7
167,43,6.77,109,10.9,84.4,1.7
167,44,6.8,55.6,28,92.4,1.7
167,45,7.17,82.3,20,88.4,1.7
167,46,7.05,46.3,18.7,97.4,1.7
167,47,7.46,48.1,22,80.4,1.7
167,48,7.27,37.9,30.6,92.3,1.7
167,49,7.14,87.2,9.3,80,1.7
167,50,6.9,61.4,18.8,97.3,1.7
168,0,6.81,90,25.4,80.7,1.7
168,1,7.1,108.8,11.4,84.7,1.7
168,2,7.01,93.1,14.8,86.5,1.7
168,3,6.75,84,23.1,91.1,1.7
168,4,6.75,48.5,16.8,83.9,1.7
168,5,6.85,72.8,25.9,97.4,1.7
168,6,7.06,57.9,18.2,84.5,1.7
168,7,7.06,78.7,8.1,91.5,1.7
168,8,6.85,65.7,33.9,84,1.7
168,9,7,72.8,34.9,90.1,1.7
168,10,7.02,32.1,29.6,91.5,1.7
168,11,6.98,32.9,25.1,86.5,1.7
168,12,7.46,108.5,30.5,84.2,1.7
168,13,7,61.5,32.8,88.3,1.7
168,14,7.49,76.5,28.1,89.5,1.7
168,15,7.1,98.6,27,95.2,1.7
168,16,6.81,57.1,6.9,85.8,1.7
168,17,6.87,98.2,24.8,97.6,1.7
168,18,7.27,34.3,29.6,94.6,1.7
168,19,7.09,91.9,23.8,85.3,1.7
168,20,7.34,99,13,89.5,1.7
168,21,7.27,43.7,8.9,87.1,1.7
168,22,7.19,44.9,29.6,87.2,1.7
168,23,7.23,49.8,7.2,83.9,1.7
168,24,7.18,42.3,21.3,83.8,1.7
168,25,7.23,33,21.2,82.4,1.7
168,26,6.73,35.7,21,96.6,1.7
168,27,6.74,94.7,26.2,94.3,1.7
168,28,6.75,91.1,15.7,89,1.7
168,29,6.83,31.1,32.4,80.8,1.7
168,30,6.88,51,10.7,90.5,1.7
168,31,7.23,109.3,12.7,96.3,1.7
168,32,7.04,65.7,10.3,90.6,1.7
168,33,7.19,62.5,26.4,93.6,1.7
168,34,7.11,67.9,30.3,92.4,1.7
168,35,6.88,102.5,6.6,98.1,1.7
168,36,7.46,40.9,18.2,88.4,1.7
168,37,7.2,54.4,11.8,84.3,1.7
168,38,7.13,59.1,19.7,90.9,1.7
168,39,6.78,44.9,14.7,96.7,1.7
168,40,7.43,84.5,34.5,95.8,1.7
168,41,7.5,56.5,13.1,89.2,1.7
168,42,6.95,66.8,26.9,98.8,1.7
168,43,7.06,51.1,6.9,89.5,1.7
168,44,7.18,59.7,9.1,87.3,1.7
168,45,7.48,105.1,25.6,94.6,1.7
168,46,7.29,75.4,29.1,83.8,1.7
168,47,7.37,59.4,13.6,95.8,1.7
168,48,6.95,103.8,22.6,91.7,1.7
168,49,7.46,72.7,15.4,89.1,1.7
168,50,6.83,76.6,18.2,94.3,1.7
169,0,7.44,97.6,23.2,94.3,1.7
169,1,7.17,60.4,14.1,80.1,1.7
169,2,7.31,93.1,32.7,94.2,1.7
169,3,7.03,74.2,8.1,96.1,1.7
169,4,6.7,104.5,13,86.3,1.7
169,5,6.87,106.8,15.1,96.1,1.7
169,6,6.77,65.7,10.4,93.3,1.7
169,7,6.99,30.9,16.2,85.1,1.7
169,8,7.17,32.2,11,82.2,1.7
169,9,6.96,54.7,11.9,96.6,1.7
169,10,6.74,69.2,10,87.2,1.7
169,11,7.01,62.6,12.8,80.1,1.7
169,12,7.15,85.9,26.7,97.9,1.7
169,13,7.32,103.1,26.8,85.6,1.7
169,14,6.74,65.6,7.4,88.1,1.7
169,15,6.7,30.4,6.9,89,1.7
169,16,6.91,70.2,19.1,80.3,1.7
169,17,6.93,76.1,21.9,98.5,1.7
169,18,7.23,32.3,24.7,81.1,1.7
169,19,7.28,39.9,30.9,90.4,1.7
169,20,6.99,80.9,10.3,95.2,1.7
169,21,7.45,54,34.5,89.6,1.7
169,22,6.74,72.1,5.4,89.7,1.7
169,23,6.88,102,32.6,97.5,1.7
169,24,6.85,45.3,21.4,84.8,1.7
169,25,6.87,45,28.5,85.7,1.7
169,26,7.32,35.3,25.6,83.5,1.7
169,27,7.01,80.6,6.9,85.2,1.7
169,28,7.07,48.7,20.3,80.8,1.7
169,29,7.42,70,27.2,86.9,1.7
169,30,7.41,38,24.7,97.2,1.7
169,31,6.84,83.7,19,97.2,1.7
169,32,7.08,78,28.9,87.9,1.7
169,33,6.81,31.1,13.4,81.6,1.7
169,34,7.47,54.1,20,95.8,1.7
169,35,7.45,91,15,93.5,1.7
169,36,6.87,35.9,7.2,83.3,1.7
169,37,6.77,55.2,16.2,96.8,1.7
169,38,7.23,34,29.7,85.3,1.7
169,39,6.99,74.5,20,82.8,1.7
169,40,6.93,82.9,32.7,98.9,1.7
169,41,6.96,40.9,28.3,81.1,1.7
169,42,7.34,32.4,20.1,85.8,1.7
169,43,7.07,69.6,23.6,80.8,1.7
169,44,7.26,78,24.5,89.9,1.7
169,45,7.31,84.7,32.1,95.5,1.7
169,46,7.19,75.5,28.3,95.6,1.7
169,47,7.44,92.5,23.4,86.1,1.7
169,48,6.94,71.5,31.3,95,1.7
169,49,7.11,106.5,5.3,92,1.7
169,50,6.95,42.9,20.8,92,1.7
170,0,7.28,53.8,31,87.6,1.7
170,1,7.3,31.7,29.6,89.1,1.7
170,2,6.81,34.1,9.9,91.8,1.7
170,3,7.33,34.9,23.3,80.1,1.7
170,4,7.25,107.4,33,85.3,1.7
170,5,6.8,83,28.4,81.3,1.7
170,6,6.86,49.5,30.2,97.2,1.7
170,7,7.23,42.7,19.1,81.1,1.7
170,8,6.89,42.4,29.6,97.2,1.7
170,9,6.78,88,33.6,90.9,1.7
170,10,7.21,47.2,5.3,97.1,1.7
170,11,7.24,47.3,32.9,87.5,1.7
170,12,7.4,62,20.7,80.9,1.7
170,13,7.41,90.8,19.1,97.6,1.7
170,14,6.72,43,29.7,87.2,1.7
170,15,7.15,101.5,5.1,80.3,1.7
170,16,6.87,37.4,34.7,90.6,1.7
170,17,6.74,33.2,5,95.3,1.7
170,18,6.78,46.6,11.1,87.2,1.7
170,19,7.46,49,12.1,94.1,1.7
170,20,7.41,70.9,28.7,84.5,1.7
170,21,6.85,86.2,32.8,86.9,1.7
170,22,6.74,86.2,27.8,92.3,1.7
170,23,7.09,42.6,19.2,80.4,1.7
170,24,7.16,84.8,27.1,94.9,1.7
170,25,7.17,61.4,25.3,92.2,1.7
170,26,7.1,105.7,18.2,95.2,1.7
170,27,7.42,62.4,30.1,95.1,1.7
170,28,6.8,44.9,21.6,94.3,1.7
170,29,6.89,65.8,31.2,88.1,1.7
170,30,7.31,56.2,13,98.4,1.7
170,31,6.98,80,8.8,87.1,1.7
170,32,6.88,51.1,34.9,90.5,1.7
170,33,7.23,90.8,26.6,87.1,1.7
170,34,7.38,74.3,7.7,96.3,1.7
170,35,7.24,46.4,19.4,84.8,1.7
170,36,7.49,79.9,34,80.5,1.7
170,37,7.04,85.9,20.3,88.1,1.7
170,38,7.33,58,6.5,98.3,1.7
170,39,7.35,43.3,22.3,92.1,1.7
170,40,6.96,69.7,20.5,96.9,1.7
170,41,6.71,67.8,33.4,80.1,1.7
170,42,7.48,99.1,30.9,95.9,1.7
170,43,7.15,60.2,15.2,95.2,1.7
170,44,6.78,76.3,12,92.7,1.7
170,45,7.18,49.8,7.9,87.2,1.7
170,46,7.18,104.7,13.3,92.1,1.7
170,47,7.27,98.9,6.6,95.8,1.7
170,48,6.73,89.9,20.7,96.7,1.7
170,49,7.37,82.5,10.4,83.5,1.7
170,50,7.03,70.3,32.1,96.6,1.7
171,0,7.28,71.5,27.9,86.9,1.7
171,1,7.45,107.2,6.8,92.8,1.7
171,2,7.23,55.2,23.4,90.1,1.7
171,3,7.39,78.1,6.6,87.5,1.7
171,4,6.76,107.4,16.6,98.5,1.7
171,5,6.77,85.8,7.8,80.2,1.7
171,6,6.96,60.2,15.4,86.9,1.7
171,7,7.49,57.6,29.5,81.7,1.7
171,8,7.16,49.4,5.9,90.5,1.7
171,9,7.27,89.1,16.3,94.6,1.7
171,10,6.85,72.3,16.1,94.4,1.7
171,11,7.47,95.3,17.6,92.2,1.7
171,12,7.22,94.7,11.3,92.8,1.7
171,13,7.34,109.8,9.1,90.7,1.7
171,14,7.04,59.7,13.8,86.4,1.7
171,15,6.89,65,32.7,95.2,1.7
171,16,7.28,92.6,9.2,93.8,1.7
171,17,6.85,42,6.8,88.7,1.7
171,18,6.93,69.2,14.5,84.1,1.7
171,19,7.12,85.4,9.9,89,1.7
171,20,6.88,71.2,27,89.4,1.7
171,21,6.96,46.1,23.2,87.5,1.7
171,22,7.05,71.9,13.5,98.8,1.7
171,23,6.98,86.9,21,96.9,1.7
171,24,7.1,98.8,30.7,81,1.7
171,25,6.91,55.4,18.7,85.4,1.7
171,26,6.83,102.6,26.9,91.1,1.7
171,27,7.13,75,8.5,83.9,1.7
171,28,7.35,64.4,27,98.6,1.7
171,29,6.9,35,23.6,94.3,1.7
171,30,6.82,82.9,13.6,82.4,1.7
171,31,7.46,100.7,24.9,85.8,1.7
171,32,7.25,76.6,16.2,92.6,1.7
171,33,7.17,34.7,19.2,83,1.7
171,34,7.31,38.2,24.8,96.7,1.7
171,35,6.77,82.2,25.7,81.6,1.7
171,36,7.31,94,24.7,91.6,1.7
171,37,6.83,84.9,5.5,95.1,1.7
171,38,6.75,59.2,26.9,90.4,1.7
171,39,7.12,75.1,21.1,91.9,1.7
171,40,6.76,55.3,16.3,97.5,1.7
171,41,7.13,76.4,19,84.6,1.7
171,42,7.11,73.6,14.1,85.1,1.7
171,43,6.87,108.3,20.5,81.3,1.7
171,44,7.16,106.8,23.4,82.4,1.7
171,45,7.02,103.5,22.6,95.2,1.7
171,46,7.31,31.6,13.1,88.3,1.7
171,47,6.81,88.8,28.1,94.8,1.7
171,48,7.04,63.6,10.9,80.7,1.7
171,49,7.01,103.5,19.2,91.9,1.7
171,50,6.95,42.5,5.1,98.4,1.7
172,0,6.88,31,14.1,83.7,1.7
172,1,7.16,34.6,12.3,83.5,1.7
172,2,6.9,43,16.8,84.5,1.7
172,3,7.43,69.8,34.7,97.3,1.7
172,4,7.08,72.6,18.8,93.4,1.7
172,5,6.73,103.6,25.3,90.7,1.7
172,6,7.46,107.2,6,89.5,1.7
172,7,7.48,95.3,16,82.1,1.7
172,8,7.15,101.5,13.1,98.1,1.7
172,9,7.3,97.1,28,83.2,1.7
172,10,7.47,33.2,7.9,94,1.7
172,11,6.89,72.9,14.8,89.7,1.7
172,12,7.14,49.4,18.6,87.7,1.7
172,13,7.36,78.3,16.4,87.5,1.7
172,14,7.45,81.9,28,82.9,1.7
172,15,7,37.8,15.1,80.6,1.7
172,16,6.81,43.3,29.9,92.4,1.7
172,17,7.12,107,15.4,97.4,1.7
172,18,7.23,105.1,9.4,82.9,1.7
172,19,7.08,36.1,23.9,84.7,1.7
172,20,6.83,79.5,21.9,91.3,1.7
172,21,6.94,104.9,33.9,88.8,1.7
172,22,7.31,30.5,26.2,87.1,1.7
172,23,7.04,104.6,19.3,93.3,1.7
172,24,7.32,69.6,22,94.7,1.7
172,25,7.24,60.3,12.1,90.4,1.7
172,26,7.22,81.4,6.8,80.2,1.7
172,27,6.78,34.7,24.7,86.8,1.7
172,28,7.21,61.7,30.2,88.8,1.7
172,29,7.29,30.7,14.9,94.2,1.7
172,30,6.96,88.7,15.8,92,1.7
172,31,6.72,30.4,20.2,83,1.7
172,32,7.22,56.3,27.5,88.2,1.7
172,33,7.06,102.4,12.5,84.9,1.7
172,34,6.74,37.5,26.9,89.6,1.7
172,35,6.74,46.2,6.7,89.8,1.7
172,36,7.04,87.1,26.7,88.8,1.7
172,37,7.11,46.7,6.9,85.5,1.7
172,38,6.81,60.2,25.2,90,1.7
172,39,6.72,50.6,28.6,94.3,1.7
172,40,7.02,46,24.6,92.6,1.7
172,41,7.39,99,12.5,93.2,1.7
172,42,7.22,64,14.4,91.8,1.7
172,43,6.82,81,23.1,80.2,1.7
172,44,6.72,87.9,5.8,91.7,1.8
172,45,7.13,36.1,8.3,86.1,1.8
172,46,7.44,106.1,6.1,81.1,1.8
172,47,7.3,96.2,8.2,83.6,1.8
172,48,6.87,75.1,17.7,91,1.8
172,49,6.92,50.7,19.7,99,1.8
172,50,7.04,54.7,13.2,83.4,1.8
173,0,7.03,87.6,9.5,91.8,1.8
173,1,6.92,103.5,18.1,93.3,1.8
173,2,7.41,89.2,13,94.8,1.8
173,3,6.96,57.4,19.8,89.2,1.8
173,4,6.93,83.1,11.6,91.3,1.8
173,5,7.3,53.9,21,80.5,1.8
173,6,7.23,40.3,29.8,98.2,1.8
173,7,7.09,69,30.1,89.3,1.8
173,8,6.99,102.3,16.3,88.3,1.8
173,9,6.81,40,25.5,85.5,1.8
173,10,6.92,91.6,13.6,97.4,1.8
173,11,7.01,79.7,17.3,82.9,1.8
173,12,6.89,38.2,22.3,95.5,1.8
173,13,7.28,60,17.2,95,1.8
173,14,7.25,53.9,9.4,82.5,1.8
173,15,7.27,55.1,11.2,82.6,1.8
173,16,6.77,66.5,20.5,84.9,1.8
173,17,7.09,79.6,9.1,82.2,1.8
173,18,7.02,58.6,14,85.6,1.8
173,19,7.34,57.5,25,89.1,1.8
173,20,6.87,50.3,23.8,88.6,1.8
173,21,6.97,54.8,20.1,96.1,1.8
173,22,6.96,84.2,23.6,97.6,1.8
173,23,7.45,73.4,6.3,93.6,1.8
173,24,7.1,45.5,13.5,95.9,1.8
173,25,7.13,82.3,14.2,82.3,1.8
173,26,6.77,78.9,13.9,82.6,1.8
173,27,7.24,43.7,9,83.8,1.8
173,28,6.77,63,34.4,92.6,1.8
173,29,7.32,54.8,16.9,88.9,1.8
173,30,7.38,95.5,30.3,97.7,1.8
173,31,7.26,89.1,10,82.1,1.8
173,32,7.46,71.6,20.4,94.4,1.8
173,33,7.11,92.5,25.6,93.2,1.8
173,34,7.32,43.5,24,83.6,1.8
173,35,6.96,83.5,27.3,92,1.8
173,36,7.18,48.2,29.4,85.6,1.8
173,37,6.73,78.4,17.5,97.5,1.8
173,38,7.46,68.6,31.3,95.1,1.8
173,39,6.98,34.9,24.1,91.1,1.8
173,40,7.24,76.4,11.6,82.5,1.8
173,41,6.88,32,20.7,91.1,1.8
173,42,7.38,43.9,16.7,86.5,1.8
173,43,6.7,97.9,33.3,87.2,1.8
173,44,6.77,94.8,23.9,93.1,1.8
173,45,7.25,94.7,8.7,95.7,1.8
173,46,6.98,30.1,29.7,93.8,1.8
173,47,6.98,53.4,32.9,96.7,1.8
173,48,6.79,46.1,27,88.2,1.8
173,49,6.73,54.1,12,83,1.8
173,50,7.29,64.7,13,83.2,1.8
174,0,6.72,105.7,25.8,89.8,1.8
174,1,7.06,76.1,25.4,93.6,1.8
174,2,6.97,79.7,29.8,88.3,1.8
174,3,6.91,32,30.8,92.3,1.8
174,4,7.13,67.6,10,89.2,1.8
174,5,7.23,74,5.9,86.4,1.8
174,6,7.08,99.1,15.6,96.9,1.8
174,7,6.9,59.6,12,90.7,1.8
174,8,7.19,32.3,17.4,98.1,1.8
174,9,6.86,104,11.7,98.8,1.8
174,10,6.84,59.8,10.8,81,1.8
174,11,7.16,89.4,23.1,91.7,1.8
174,12,7.41,105,26.4,95.5,1.8
174,13,6.91,75.5,22.5,86.9,1.8
174,14,7.13,66.9,31.5,96.8,1.8
174,15,7.46,73.4,18.6,82.5,1.8
174,16,6.92,64.7,7.4,93.9,1.8
174,17,7.2,53.5,8.5,96.7,1.8
174,18,7.47,109.2,31.8,91.4,1.8
174,19,7.36,38.1,12.4,91.9,1.8
174,20,7.4,64,16.1,89.8,1.8
174,21,7.49,32.8,16.7,93.2,1.8
174,22,6.79,40.5,30.7,85.6,1.8
174,23,7,67.5,13.3,89.3,1.8
174,24,6.79,80.7,11.1,92.5,1.8
174,25,7.49,86.3,24.2,81.4,1.8
174,26,7.39,83.6,21.9,83.3,1.8
174,27,6.85,88.4,19.6,96.5,1.8
174,28,6.93,89.9,27,86.5,1.8
174,29,6.81,73.9,19.2,97.1,1.8
174,30,7.22,102.9,7.2,96.6,1.8
174,31,7.41,87.1,34.3,97,1.8
174,32,7.44,71.9,7.7,88.6,1.8
174,33,7.08,39.5,32.3,91.9,1.8
174,34,7.29,50.3,26.8,86.8,1.8
174,35,6.95,77.9,12.1,91.3,1.8
174,36,7.45,48,12.5,97.8,1.8
174,37,6.84,44.1,17.9,85.8,1.8
174,38,7.23,33.7,26.1,82,1.8
174,39,6.88,30.5,28.1,91.8,1.8
174,40,7.35,81.3,16.5,82.6,1.8
174,41,6.81,94.9,26.1,97,1.8
174,42,6.87,37.4,10.6,91.3,1.8
174,43,7.49,50.8,7.4,90.1,1.8
174,44,7.27,94.1,32.7,89.3,1.8
174,45,7.32,96.5,22.4,85.8,1.8
174,46,7.26,72.8,8.9,98.1,1.8
174,47,6.85,71.6,25.6,96.4,1.8
174,48,7.31,48.5,23.9,96.9,1.8
